,Variety,Country,Province,Region,Subregion,count
1665,Chardonnay,New Zealand,Waiheke Island,none,none,4
1666,Chardonnay,New Zealand,Waipara,none,none,15
1667,Chardonnay,New Zealand,Waipara Valley,none,none,3
1671,Chardonnay,Portugal,Bairrada,none,none,2
1673,Chardonnay,Portugal,Duriense,none,none,4
1674,Chardonnay,Portugal,Estremadura,none,none,3
1675,Chardonnay,Portugal,Lisboa,none,none,12
1676,Chardonnay,Portugal,PenÃÂ­nsula de SetÃÂºbal,none,none,4
1678,Chardonnay,Portugal,Tejo,none,none,5
1680,Chardonnay,Portugal,TrÃÂ¡s-os-Montes,none,none,2
1681,Chardonnay,Portugal,Vinho Espumante de Qualidade,none,none,2
1682,Chardonnay,Romania,Dealu Mare,none,none,4
1685,Chardonnay,Romania,Recas,none,none,8
1686,Chardonnay,Romania,Romania,none,none,3
1687,Chardonnay,Romania,Sebes,none,none,2
1689,Chardonnay,Slovenia,Goriska Brda,none,none,2
1698,Chardonnay,South Africa,Coastal Region,none,none,14
1699,Chardonnay,South Africa,Constantia,none,none,6
1700,Chardonnay,South Africa,Darling,none,none,4
1702,Chardonnay,South Africa,Elgin,none,none,25
1703,Chardonnay,South Africa,Franschhoek,none,none,7
1705,Chardonnay,South Africa,Hemel en Aarde,none,none,12
1706,Chardonnay,South Africa,Hemel-en-Aarde Ridge,none,none,2
1708,Chardonnay,South Africa,Overberg,none,none,4
1709,Chardonnay,South Africa,Paarl,none,none,19
1710,Chardonnay,South Africa,Robertson,none,none,50
1711,Chardonnay,South Africa,Simonsberg-Paarl,none,none,3
1712,Chardonnay,South Africa,Simonsberg-Stellenbosch,none,none,6
1714,Chardonnay,South Africa,Stellenbosch,none,none,101
1715,Chardonnay,South Africa,Swartland,none,none,2
1716,Chardonnay,South Africa,Walker Bay,none,none,10
1718,Chardonnay,South Africa,Western Cape,none,none,59
1721,Chardonnay,Spain,Catalonia,Alella,none,2
1723,Chardonnay,Spain,Catalonia,Cava,none,6
1724,Chardonnay,Spain,Catalonia,Conca de BarberÃÂ,none,7
1725,Chardonnay,Spain,Catalonia,Costers del Segre,none,6
1726,Chardonnay,Spain,Catalonia,PenedÃÂ¨s,none,16
1727,Chardonnay,Spain,Central Spain,La Mancha,none,2
1728,Chardonnay,Spain,Central Spain,Vino de la Tierra de Castilla,none,9
1730,Chardonnay,Spain,Levante,Valencia,none,2
1731,Chardonnay,Spain,Northern Spain,Campo de Borja,none,4
1732,Chardonnay,Spain,Northern Spain,CariÃÂ±ena,none,6
1733,Chardonnay,Spain,Northern Spain,Navarra,none,42
1734,Chardonnay,Spain,Northern Spain,Pago de ArÃÂ­nzano,none,3
1735,Chardonnay,Spain,Northern Spain,Pago de Otazu,none,2
1737,Chardonnay,Spain,Northern Spain,Somontano,none,20
1738,Chardonnay,Spain,Spain Other,Spain,none,3
1740,Chardonnay,US,America,none,none,8
1741,Chardonnay,US,California,California Other,California,270
1746,Chardonnay,US,California,California Other,Sonoma County-Monterey County-Santa Barbara County,3
1748,Chardonnay,US,California,Central Coast,Arroyo Grande Valley,29
1749,Chardonnay,US,California,Central Coast,Arroyo Seco,51
1750,Chardonnay,US,California,Central Coast,Ben Lomond Mountain,8
1751,Chardonnay,US,California,Central Coast,Carmel Valley,3
1752,Chardonnay,US,California,Central Coast,Central Coast,94
1753,Chardonnay,US,California,Central Coast,Chalone,10
1754,Chardonnay,US,California,Central Coast,Cienega Valley,2
1756,Chardonnay,US,California,Central Coast,Edna Valley,85
1757,Chardonnay,US,California,Central Coast,Livermore Valley,80
1759,Chardonnay,US,California,Central Coast,Monterey,77
1760,Chardonnay,US,California,Central Coast,Monterey County,72
1762,Chardonnay,US,California,Central Coast,Mt. Harlan,4
1764,Chardonnay,US,California,Central Coast,Paso Robles,35
1765,Chardonnay,US,California,Central Coast,Paso Robles Willow Creek District,5
1766,Chardonnay,US,California,Central Coast,San Bernabe,3
1767,Chardonnay,US,California,Central Coast,San Francisco Bay,2
1769,Chardonnay,US,California,Central Coast,San Luis Obispo,3
1770,Chardonnay,US,California,Central Coast,San Luis Obispo County,12
1771,Chardonnay,US,California,Central Coast,Santa Barbara,2
1772,Chardonnay,US,California,Central Coast,Santa Barbara County,100
1773,Chardonnay,US,California,Central Coast,Santa Clara Valley,11
1774,Chardonnay,US,California,Central Coast,Santa Cruz Mountains,103
1775,Chardonnay,US,California,Central Coast,Santa Lucia Highlands,161
1776,Chardonnay,US,California,Central Coast,Santa Margarita Ranch,2
1777,Chardonnay,US,California,Central Coast,Santa Maria Valley,181
1778,Chardonnay,US,California,Central Coast,Santa Ynez Valley,19
1779,Chardonnay,US,California,Central Coast,Sta. Rita Hills,233
1781,Chardonnay,US,California,Central Valley,Clarksburg,11
1782,Chardonnay,US,California,Central Valley,Dunnigan Hills,17
1783,Chardonnay,US,California,Central Valley,Lodi,83
1784,Chardonnay,US,California,Central Valley,River Junction,7
1785,Chardonnay,US,California,Central Valley,Yolo County,2
1787,Chardonnay,US,California,Lake County,Guenoc Valley,2
1788,Chardonnay,US,California,Lake County,Lake County,26
1789,Chardonnay,US,California,Lake County,Red Hills,6
1790,Chardonnay,US,California,Mendocino County,Anderson Valley,53
1792,Chardonnay,US,California,Mendocino County,Mendocino,55
1793,Chardonnay,US,California,Mendocino County,Mendocino County,73
1794,Chardonnay,US,California,Mendocino County,Mendocino Ridge,11
1795,Chardonnay,US,California,Mendocino County,Potter Valley,11
1797,Chardonnay,US,California,Napa,Carneros-Napa Valley,11
1799,Chardonnay,US,California,Napa,Coombsville,9
1801,Chardonnay,US,California,Napa,Mount Veeder,8
1802,Chardonnay,US,California,Napa,Napa County,2
1803,Chardonnay,US,California,Napa,Napa Valley,256
1804,Chardonnay,US,California,Napa,Oak Knoll District,24
1805,Chardonnay,US,California,Napa,Oakville,4
1806,Chardonnay,US,California,Napa,Rutherford,7
1807,Chardonnay,US,California,Napa,Spring Mountain District,7
1808,Chardonnay,US,California,Napa,St. Helena,2
1810,Chardonnay,US,California,Napa,Yountville,11
1811,Chardonnay,US,California,Napa-Sonoma,Carneros,280
1812,Chardonnay,US,California,Napa-Sonoma,Los Carneros,42
1814,Chardonnay,US,California,North Coast,Marin County,2
1815,Chardonnay,US,California,North Coast,North Coast,47
1818,Chardonnay,US,California,North Coast,Willow Creek,3
1819,Chardonnay,US,California,North Coast,Yorkville Highlands,3
1821,Chardonnay,US,California,Sierra Foothills,Calaveras County,3
1822,Chardonnay,US,California,Sierra Foothills,El Dorado,12
1824,Chardonnay,US,California,Sierra Foothills,Sierra Foothills,10
1825,Chardonnay,US,California,Sonoma,Alexander Valley,25
1826,Chardonnay,US,California,Sonoma,Bennett Valley,9
1827,Chardonnay,US,California,Sonoma,Chalk Hill,11
1828,Chardonnay,US,California,Sonoma,Chalk Hill-Russian River Valley,2
1829,Chardonnay,US,California,Sonoma,Dry Creek Valley,13
1830,Chardonnay,US,California,Sonoma,Fort Ross-Seaview,17
1831,Chardonnay,US,California,Sonoma,Green Valley,43
1832,Chardonnay,US,California,Sonoma,Knights Valley,14
1833,Chardonnay,US,California,Sonoma,Petaluma Gap,2
1834,Chardonnay,US,California,Sonoma,Russian River Valley,631
1836,Chardonnay,US,California,Sonoma,Sonoma Coast,343
1837,Chardonnay,US,California,Sonoma,Sonoma County,105
1838,Chardonnay,US,California,Sonoma,Sonoma Mountain,21
1839,Chardonnay,US,California,Sonoma,Sonoma Valley,44
1840,Chardonnay,US,California,South Coast,Antelope Valley of the California High Desert,2
1841,Chardonnay,US,California,South Coast,Los Angeles County,4
1843,Chardonnay,US,California,South Coast,Malibu-Newton Canyon,2
1844,Chardonnay,US,California,South Coast,San Diego County,2
1847,Chardonnay,US,California,South Coast,Temecula Valley,12
1848,Chardonnay,US,Colorado,Colorado,none,7
1849,Chardonnay,US,Colorado,Grand Valley,none,3
1852,Chardonnay,US,Idaho,Idaho,none,6
1853,Chardonnay,US,Idaho,none,none,13
1855,Chardonnay,US,Massachusetts,Southeastern New England,none,2
1856,Chardonnay,US,Michigan,Lake Michigan Shore,none,4
1857,Chardonnay,US,Michigan,Leelanau Peninsula,none,3
1858,Chardonnay,US,Michigan,Old Mission Peninsula,none,3
1860,Chardonnay,US,New Jersey,New Jersey,none,3
1861,Chardonnay,US,New Jersey,Outer Coastal Plain,none,5
1862,Chardonnay,US,New Mexico,New Mexico,none,3
1863,Chardonnay,US,New York,Finger Lakes,Cayuga Lake,21
1864,Chardonnay,US,New York,Finger Lakes,Finger Lakes,235
1865,Chardonnay,US,New York,Finger Lakes,Seneca Lake,13
1866,Chardonnay,US,New York,Long Island,Long Island,24
1867,Chardonnay,US,New York,Long Island,North Fork of Long Island,177
1868,Chardonnay,US,New York,New York Other,Hudson River Region,18
1869,Chardonnay,US,New York,New York Other,New York,23
1870,Chardonnay,US,North Carolina,North Carolina,none,2
1871,Chardonnay,US,North Carolina,Yadkin Valley,none,3
1872,Chardonnay,US,Ohio,Grand River Valley,none,2
1873,Chardonnay,US,Oregon,Oregon Other,Columbia Gorge (OR),20
1874,Chardonnay,US,Oregon,Oregon Other,Columbia Valley (OR),10
1875,Chardonnay,US,Oregon,Oregon Other,Oregon,65
1876,Chardonnay,US,Oregon,Southern Oregon,Applegate Valley,8
1877,Chardonnay,US,Oregon,Southern Oregon,Rogue Valley,35
1878,Chardonnay,US,Oregon,Southern Oregon,Southern Oregon,12
1879,Chardonnay,US,Oregon,Southern Oregon,Umpqua Valley,10
1880,Chardonnay,US,Oregon,Willamette Valley,Chehalem Mountains,49
1881,Chardonnay,US,Oregon,Willamette Valley,Dundee Hills,124
1882,Chardonnay,US,Oregon,Willamette Valley,Eola-Amity Hills,56
1883,Chardonnay,US,Oregon,Willamette Valley,McMinnville,10
1884,Chardonnay,US,Oregon,Willamette Valley,Ribbon Ridge,10
1885,Chardonnay,US,Oregon,Willamette Valley,Willamette Valley,392
1886,Chardonnay,US,Oregon,Willamette Valley,Yamhill County,4
1887,Chardonnay,US,Oregon,Willamette Valley,Yamhill-Carlton,29
1888,Chardonnay,US,Pennsylvania,Pennsylvania,none,7
1890,Chardonnay,US,Texas,Texas,none,4
1892,Chardonnay,US,Virginia,Middleburg,none,3
1893,Chardonnay,US,Virginia,Monticello,none,15
1894,Chardonnay,US,Virginia,Shenandoah Valley,none,5
1895,Chardonnay,US,Virginia,Virginia,none,66
1896,Chardonnay,US,Virginia,Virginia's Eastern Shore,none,5
1897,Chardonnay,US,Washington,Columbia Valley,Ancient Lakes,12
1898,Chardonnay,US,Washington,Columbia Valley,Columbia Valley (WA),715
1899,Chardonnay,US,Washington,Columbia Valley,Horse Heaven Hills,63
1900,Chardonnay,US,Washington,Columbia Valley,Lake Chelan,3
1901,Chardonnay,US,Washington,Columbia Valley,Rattlesnake Hills,9
1902,Chardonnay,US,Washington,Columbia Valley,Red Mountain,3
1903,Chardonnay,US,Washington,Columbia Valley,Snipes Mountain,4
1904,Chardonnay,US,Washington,Columbia Valley,Wahluke Slope,28
1905,Chardonnay,US,Washington,Columbia Valley,Walla Walla Valley (WA),18
1906,Chardonnay,US,Washington,Columbia Valley,Yakima Valley,135
1907,Chardonnay,US,Washington,Washington Other,Columbia Gorge (WA),26
1908,Chardonnay,US,Washington,Washington Other,Washington,120
1909,Chardonnay,US,Washington-Oregon,none,none,3
1910,Chardonnay,Ukraine,Ukraine,none,none,2
1913,Chardonnay,Uruguay,Uruguay,none,none,3
1924,"Chardonnay-Sauvignon Blanc, White Blend",France,Southwest France,CÃ´tes de Gascogne,none,3
1925,"Chardonnay-Sauvignon Blanc, White Blend",Israel,Galilee,none,none,4
1929,"Chardonnay-Sauvignon, White Blend",Argentina,Mendoza Province,Mendoza,none,2
1935,"Chardonnay-Sauvignon, White Blend",France,Southwest France,Vin de Pays des CÃ´tes de Gascogne,none,3
1943,"Chardonnay-Semillon, White Blend",US,California,Central Coast,Livermore Valley,4
1945,"Chardonnay-Viognier, White Blend",Argentina,Mendoza Province,Mendoza,none,10
1947,"Chardonnay-Viognier, White Blend",Argentina,Other,San Juan,none,3
1948,"Chardonnay-Viognier, White Blend",Chile,Central Valley,none,none,3
1952,"Chardonnay-Viognier, White Blend",Chile,Maule Valley,none,none,5
1956,"Chardonnay-Viognier, White Blend",France,Languedoc-Roussillon,Vin de Pays d'Oc,none,12
1960,"Chardonnay-Viognier, White Blend",France,Southwest France,Vin de Pays du ComtÃ© Tolosan,none,3
1966,"Chardonnay-Viognier, White Blend",US,California,Sonoma,Sonoma County,2
1968,"Chardonnay-Viognier, White Blend",US,Washington,Columbia Valley,Columbia Valley (WA),4
1970,"Chenin Blanc-Chardonnay, White Blend",Argentina,Mendoza Province,Mendoza,none,5
1972,"Chenin Blanc-Chardonnay, White Blend",France,France Other,Vin Mousseux,none,2
1974,"Chenin Blanc-Chardonnay, White Blend",France,Loire Valley,CrÃ©mant de Loire,none,9
1975,"Chenin Blanc-Chardonnay, White Blend",France,Loire Valley,Saumur,none,9
1977,"Chenin Blanc-Chardonnay, White Blend",France,Loire Valley,Touraine Mesland,none,2
1980,"Chenin Blanc-Chardonnay, White Blend",France,Southwest France,CÃ´tes de Gascogne,none,5
1981,"Chenin Blanc-Chardonnay, White Blend",France,Southwest France,Vin de Pays des CÃ´tes de Gascogne,none,3
1982,"Chenin Blanc-Chardonnay, White Blend",South Africa,Western Cape,none,none,2
1983,"Chenin Blanc-Sauvignon Blanc, White Blend",South Africa,Polkadraai Hills,none,none,2
1984,"Chenin Blanc-Sauvignon Blanc, White Blend",South Africa,Stellenbosch,none,none,4
1988,"Chenin Blanc-Viognier, White Blend",US,California,Central Valley,Clarksburg,8
1990,"Ciliegiolo, Italian White",Italy,Tuscany,Maremma Toscana,none,3
1991,"Ciliegiolo, Italian White",Italy,Tuscany,Toscana,none,7
1993,"Claret, Bordeaux-style Red Blend",US,California,Central Coast,Paicines,3
1994,"Claret, Bordeaux-style Red Blend",US,California,Napa,Napa Valley,5
1995,"Claret, Bordeaux-style Red Blend",US,California,Napa-Sonoma,Sonoma County-Napa County,5
1996,"Claret, Bordeaux-style Red Blend",US,California,North Coast,North Coast,2
1997,"Claret, Bordeaux-style Red Blend",US,California,Sonoma,Alexander Valley,2
1998,"Claret, Bordeaux-style Red Blend",US,California,Sonoma,Sonoma County,3
1999,"Claret, Bordeaux-style Red Blend",US,Oregon,Southern Oregon,Rogue Valley,9
2000,"Claret, Bordeaux-style Red Blend",US,Oregon,Southern Oregon,Southern Oregon,4
2001,"Claret, Bordeaux-style Red Blend",US,Washington,Columbia Valley,Columbia Valley (WA),5
2002,"Claret, Bordeaux-style Red Blend",US,Washington,Columbia Valley,Horse Heaven Hills,2
2003,"Claret, Bordeaux-style Red Blend",US,Washington,Columbia Valley,Walla Walla Valley (WA),2
2006,"Coda di Volpe, Italian White",Italy,Southern Italy,Irpinia,none,5
2008,"Colombard-Sauvignon Blanc, White Blend",France,France Other,Vin de France,none,2
2009,"Colombard-Sauvignon Blanc, White Blend",France,Southwest France,CÃ´tes de Gascogne,none,20
2010,"Colombard-Sauvignon Blanc, White Blend",France,Southwest France,Vin de Pays des CÃ´tes de Gascogne,none,5
2012,"Colombard-Ugni Blanc, White Blend",France,Southwest France,CÃ´tes de Gascogne,none,8
2013,"Colorino, Italian Red",Italy,Tuscany,Toscana,none,2
2016,"Cortese, Italian White",Italy,Piedmont,Gavi,none,24
2020,"Corvina, Italian Red",Italy,Veneto,Rosso del Veronese,none,2
2022,"Corvina, Italian Red",Italy,Veneto,Valpolicella Classico Superiore,none,3
2023,"Corvina, Italian Red",Italy,Veneto,Veronese,none,7
2024,"Corvina, Rondinella, Molinara, Italian Red",Italy,Veneto,Amarone della Valpolicella,none,4
2025,"Corvina, Rondinella, Molinara, Italian Red",Italy,Veneto,Amarone della Valpolicella Classico,none,15
2029,"Dolcetto, Italian Red",Italy,Piedmont,Diano d'Alba,none,2
2030,"Dolcetto, Italian Red",Italy,Piedmont,Dogliani,none,8
2031,"Dolcetto, Italian Red",Italy,Piedmont,Dogliani Superiore,none,8
2033,"Dolcetto, Italian Red",Italy,Piedmont,Dolcetto d'Alba,none,64
2036,"Dolcetto, Italian Red",Italy,Piedmont,Dolcetto di Dogliani,none,4
2042,"Dolcetto, Italian Red",US,California,Central Coast,Santa Maria Valley,2
2044,"Dolcetto, Italian Red",US,California,Central Valley,Lodi,3
2045,"Dolcetto, Italian Red",US,California,Mendocino County,Mendocino,2
2046,"Dolcetto, Italian Red",US,California,Mendocino County,Mendocino County,2
2049,"Dolcetto, Italian Red",US,California,Sierra Foothills,Sierra Foothills,3
2050,"Dolcetto, Italian Red",US,California,Sonoma,Russian River Valley,2
2051,"Dolcetto, Italian Red",US,New Mexico,New Mexico,none,2
2053,"Dolcetto, Italian Red",US,Oregon,Oregon Other,Oregon,2
2054,"Dolcetto, Italian Red",US,Oregon,Southern Oregon,Southern Oregon,2
2055,"Dolcetto, Italian Red",US,Oregon,Southern Oregon,Umpqua Valley,11
2057,"Dolcetto, Italian Red",US,Oregon,Willamette Valley,Eola-Amity Hills,2
2058,"Dolcetto, Italian Red",US,Washington,Columbia Valley,Columbia Valley (WA),8
2059,"Dolcetto, Italian Red",US,Washington,Columbia Valley,Wahluke Slope,3
2060,"Dolcetto, Italian Red",US,Washington,Columbia Valley,Walla Walla Valley (WA),6
2061,"Dolcetto, Italian Red",US,Washington,Columbia Valley,Yakima Valley,4
2063,"Dorona, Italian White",Italy,Italy Other,Vino Bianco d'Italia,none,2
2065,"Durella, Italian White",Italy,Veneto,Lessini Durello,none,35
2066,"Durella, Italian White",Italy,Veneto,Veneto,none,4
2069,"Durif, Petite Sirah",Australia,Victoria,Rutherglen,none,2
2070,"Durif, Petite Sirah",US,California,Central Valley,Yolo County,2
2074,"Erbaluce, Italian White",Italy,Italy Other,Vino Bianco d'Italia,none,2
2075,"Erbaluce, Italian White",Italy,Piedmont,Erbaluce di Caluso,none,7
2076,"Falanghina, Italian White",Italy,Italy Other,Vino Spumante,none,2
2077,"Falanghina, Italian White",Italy,Southern Italy,Beneventano,none,5
2078,"Falanghina, Italian White",Italy,Southern Italy,Campania,none,7
2079,"Falanghina, Italian White",Italy,Southern Italy,Campi Flegrei,none,9
2080,"Falanghina, Italian White",Italy,Southern Italy,Falanghina del Beneventano,none,3
2081,"Falanghina, Italian White",Italy,Southern Italy,Falanghina del Sannio,none,27
2082,"Falanghina, Italian White",Italy,Southern Italy,Irpinia,none,8
2083,"Falanghina, Italian White",Italy,Southern Italy,Puglia,none,4
2084,"Falanghina, Italian White",Italy,Southern Italy,Roccamonfina,none,3
2086,"Falanghina, Italian White",Italy,Southern Italy,Sannio,none,2
2088,"Falanghina, Italian White",US,California,Central Coast,Paso Robles,2
2094,"Fiano, Italian White",Italy,Sicily & Sardinia,Sicilia,none,4
2097,"Fiano, Italian White",Italy,Southern Italy,Campania,none,6
2099,"Fiano, Italian White",Italy,Southern Italy,Fiano di Avellino,none,75
2100,"Fiano, Italian White",Italy,Southern Italy,Paestum,none,4
2101,"Fiano, Italian White",Italy,Southern Italy,Puglia,none,2
2102,"Fiano, Italian White",Italy,Southern Italy,Salento,none,4
2103,"Fiano, Italian White",Italy,Southern Italy,Sannio,none,4
2107,"Fiano, Italian White",US,California,North Coast,Sutter County,2
2109,"Fiano, Italian White",US,California,Sierra Foothills,Sierra Foothills,2
2115,"Frappato, Italian Red",Italy,Italy Other,Vino Spumante,none,3
2116,"Frappato, Italian Red",Italy,Sicily & Sardinia,Sicilia,none,14
2117,"Frappato, Italian Red",Italy,Sicily & Sardinia,Terre Siciliane,none,9
2118,"Frappato, Italian Red",Italy,Sicily & Sardinia,Vittoria,none,19
2121,"Friulano, Italian White",Italy,Northeastern Italy,Collio,none,56
2123,"Friulano, Italian White",Italy,Northeastern Italy,Friuli Colli Orientali,none,12
2124,"Friulano, Italian White",Italy,Northeastern Italy,Friuli Isonzo,none,3
2125,"Friulano, Italian White",Italy,Northeastern Italy,Isonzo del Friuli,none,3
2130,"FumÃ© Blanc, Sauvignon Blanc",Chile,CuricÃ³ Valley,none,none,2
2132,"FumÃ© Blanc, Sauvignon Blanc",US,California,Central Coast,Livermore Valley,2
2135,"FumÃ© Blanc, Sauvignon Blanc",US,California,Napa,Napa Valley,13
2136,"FumÃ© Blanc, Sauvignon Blanc",US,California,Napa,Oakville,4
2137,"FumÃ© Blanc, Sauvignon Blanc",US,California,North Coast,North Coast,2
2140,"FumÃ© Blanc, Sauvignon Blanc",US,California,Sonoma,Russian River Valley,2
2141,"FumÃ© Blanc, Sauvignon Blanc",US,California,Sonoma,Sonoma County,9
2145,"FumÃ© Blanc, Sauvignon Blanc",US,Washington,Columbia Valley,Columbia Valley (WA),11
2146,"FumÃ© Blanc, Sauvignon Blanc",US,Washington,Columbia Valley,Yakima Valley,2
2147,"FumÃ© Blanc, Sauvignon Blanc",US,Washington,Washington Other,Washington,3
2149,"Gaglioppo, Italian Red",Italy,Southern Italy,Calabria,none,2
2150,"Gaglioppo, Italian Red",Italy,Southern Italy,CirÃ²,none,3
2151,"Gaglioppo, Italian Red",Italy,Southern Italy,CirÃ² Classico,none,5
2154,Gamay,France,Beaujolais,Beaujolais,none,220
2155,Gamay,France,Beaujolais,Beaujolais RosÃ©,none,9
2156,Gamay,France,Beaujolais,Beaujolais-Leynes,none,9
2157,Gamay,France,Beaujolais,Beaujolais-Villages,none,348
2158,Gamay,France,Beaujolais,Brouilly,none,175
2159,Gamay,France,Beaujolais,Chiroubles,none,74
2160,Gamay,France,Beaujolais,ChÃ©nas,none,44
2162,Gamay,France,Beaujolais,CÃ´te de Brouilly,none,75
2163,Gamay,France,Beaujolais,Fleurie,none,193
